Site ID,Name,Datetime,Data Type,Parameter ID,Parameter,Qualifier,Value,Unit of Measurement,Quality,Resolution,Comment
221001,GENOA R @ ROCKTON,1993/05/27 09:17:00,Quality,810.00,Turbidity,,0.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/06/07 14:40:00,Quality,810.00,Turbidity,,1.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/07/06 14:50:00,Quality,810.00,Turbidity,,5.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/08/03 10:00:00,Quality,810.00,Turbidity,,1.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/09/07 09:45:00,Quality,810.00,Turbidity,,1.2,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/10/13 09:45:00,Quality,810.00,Turbidity,,1.6,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/11/02 12:30:00,Quality,810.00,Turbidity,,1.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1993/12/07 08:30:00,Quality,810.00,Turbidity,,0.9,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/01/12 12:00:00,Quality,810.00,Turbidity,,1.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/02/02 09:00:00,Quality,810.00,Turbidity,,0.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/03/08 12:45:00,Quality,810.00,Turbidity,,0.8,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/04/27 11:40:00,Quality,810.00,Turbidity,,0.2,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/05/25 08:40:00,Quality,810.00,Turbidity,,1.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/06/29 10:00:00,Quality,810.00,Turbidity,,2.3,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/07/07 09:30:00,Quality,810.00,Turbidity,,1.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/08/02 09:40:00,Quality,810.00,Turbidity,,24.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/09/13 15:15:00,Quality,810.00,Turbidity,,0.6,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/10/04 10:30:00,Quality,810.00,Turbidity,,0.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/11/01 12:20:00,Quality,810.00,Turbidity,,0.8,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1994/12/06 12:00:00,Quality,810.00,Turbidity,,0.9,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/01/04 11:25:00,Quality,810.00,Turbidity,,1.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/02/07 13:30:00,Quality,810.00,Turbidity,,9.8,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/03/07 12:00:00,Quality,810.00,Turbidity,,1.6,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/04/04 14:45:00,Quality,810.00,Turbidity,,1.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/05/03 11:00:00,Quality,810.00,Turbidity,,1.3,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/06/06 15:35:00,Quality,810.00,Turbidity,,1.3,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/07/04 14:50:00,Quality,810.00,Turbidity,,1.8,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/08/08 14:50:00,Quality,810.00,Turbidity,,1.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/09/05 14:00:00,Quality,810.00,Turbidity,,1.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/10/03 14:40:00,Quality,810.00,Turbidity,,3.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/11/07 09:25:00,Quality,810.00,Turbidity,,18.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1995/12/05 14:45:00,Quality,810.00,Turbidity,,2.9,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/01/18 08:50:00,Quality,810.00,Turbidity,,1.9,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/02/06 14:35:00,Quality,810.00,Turbidity,,1.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/03/05 12:20:00,Quality,810.00,Turbidity,,0.8,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/04/01 14:50:00,Quality,810.00,Turbidity,,1.6,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/05/07 10:30:00,Quality,810.00,Turbidity,,2.4,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/06/04 14:30:00,Quality,810.00,Turbidity,,2.3,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/07/02 13:40:00,Quality,810.00,Turbidity,,5.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/08/06 14:15:00,Quality,810.00,Turbidity,,2.2,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/09/10 13:40:00,Quality,810.00,Turbidity,,2.0,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/10/08 15:05:00,Quality,810.00,Turbidity,,1.5,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/11/05 14:00:00,Quality,810.00,Turbidity,,1.1,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1996/12/04 11:40:00,Quality,810.00,Turbidity,,0.6,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1997/01/08 13:00:00,Quality,810.00,Turbidity,,0.8,NTU,65,Raw Data,
221001,GENOA R @ ROCKTON,1997/02/04 13:10:00,Quality,810.00,Turbidity,,1.5,NTU,65,Raw Data,
