Site ID,Latitude,Longitude,Location method,Zone,RWC,CMA,Total depth (m),Suburb
WRK017733,-37.2369779,145.7117874,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,30,Acheron
WRK016265,-37.40357568,143.6686438,GLOBAL POSIT,54,Goulburn-Murray Water,North Central CMA,108,Addington
WRK016266,-37.403624,143.668637,GLOBAL POSIT,54,Goulburn-Murray Water,North Central CMA,27,Addington
WRK985188,-37.72412361,144.6536654,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,31.4,Aintree
WRK985191,-37.72414983,144.6536546,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,65,Aintree
116460,-38.41139078,144.0929492,TRANSLATION,55,Southern Rural Water,Corangamite CMA,304,Aireys Inlet
86669,-38.00777835,147.0954264,GLOBAL POSIT,55,Southern Rural Water,West Gippsland CMA,191.85,Airly
86747,-38.02563868,147.1146615,TRANSLATION,55,,(Not set),17.4,Airly
115218,-38.02114278,147.1037166,TRANSLATION,55,,(Not set),14.3,Airly
126437,-38.05896617,147.0855316,TRANSLATION,55,,(Not set),16.5,Airly
131259,-38.03628283,147.1056749,TRANSLATION,55,Southern Rural Water,(Not set),14,Airly
135289,-38.03423315,147.0757033,TRANSLATION,55,Southern Rural Water,(Not set),10,Airly
143748,-38.02185669,147.1119205,TRANSLATION,55,Southern Rural Water,(Not set),10,Airly
143749,-38.0079008,147.0953825,TRANSLATION,55,Southern Rural Water,(Not set),9,Airly
WRK955744,-35.80188288,141.9879924,NOT KNOWN,54,,Wimmera CMA,10,Albacutya
119136,-38.60163239,146.6677601,Not known,55,,(Not set),11,Alberton
WRK957525,-38.60007779,146.6697987,NOT KNOWN,55,,West Gippsland CMA,10.5,Alberton
WRK957607,-38.62637431,146.6391884,NOT KNOWN,55,,West Gippsland CMA,5.76,Alberton
WRK957608,-38.62637431,146.6391884,NOT KNOWN,55,,West Gippsland CMA,9.47,Alberton
WRK957609,-38.62674276,146.6388534,NOT KNOWN,55,,West Gippsland CMA,23.2,Alberton
WRK957601,-38.60767335,146.6079848,NOT KNOWN,55,,West Gippsland CMA,5.28,Alberton West
WRK957602,-38.60767335,146.6079848,NOT KNOWN,55,,West Gippsland CMA,9.83,Alberton West
WRK957603,-38.60767335,146.6079848,NOT KNOWN,55,,West Gippsland CMA,19.37,Alberton West
77225,-37.78208902,144.81465,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,20,Albion
109588,-37.77062582,144.8174639,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,54.86,Albion
109605,-37.76921765,144.8064313,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,47,Albion
109606,-37.76921765,144.8064313,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,47,Albion
109607,-37.77034983,144.8056361,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,33,Albion
109608,-37.77034983,144.8056361,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,33,Albion
126149,-37.78209716,144.8146661,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,32,Albion
WRK017723,-37.19475573,145.7340816,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,43,Alexandra
78550,-38.38939244,142.6313027,GLOBAL POSIT,54,Southern Rural Water,Glenelg Hopkins CMA,48.8,Allansford
141230,-38.42967558,142.6046558,GLOBAL POSIT,54,Southern Rural Water,Glenelg Hopkins CMA,20,Allansford
141911,-38.40837676,142.5663609,GLOBAL POSIT,54,Southern Rural Water,Glenelg Hopkins CMA,14,Allansford
141912,-38.408378,142.5663428,GLOBAL POSIT,54,Southern Rural Water,Glenelg Hopkins CMA,52,Allansford
91875,-37.35733298,143.924955,GLOBAL POSIT,54,Goulburn-Murray Water,North Central CMA,81,Allendale
96883,-37.85409607,144.8127623,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,41.15,Altona
109737,-37.8556465,144.802917,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,41.15,Altona
109738,-37.85564821,144.8029168,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,41.15,Altona
110870,-37.85551867,144.8387024,GPS - SKM VA,55,Southern Rural Water,Melbourne Water CMA,14.9,Altona
142670,-38.2418175,143.4950671,GPS - SKM VA,54,Southern Rural Water,Corangamite CMA,19,Alvie
142671,-38.21588223,143.4759077,GPS - SKM VA,54,Southern Rural Water,Corangamite CMA,19,Alvie
116788,-37.25064798,143.4638663,TRANSLATION,54,Grampians Wimmera Mallee Water,(Not set),53,Amphitheatre
116789,-37.23423673,143.4649841,TRANSLATION,54,Grampians Wimmera Mallee Water,(Not set),53,Amphitheatre
117792,-37.20707404,143.3463981,TRANSLATION,54,,(Not set),17.3,Amphitheatre
117793,-37.20707404,143.3463981,TRANSLATION,54,,(Not set),5.4,Amphitheatre
WRK956206,-37.20858554,143.3568835,NOT KNOWN,54,,North Central CMA,4,Amphitheatre
WRK956207,-37.20858554,143.3568835,NOT KNOWN,54,,North Central CMA,13,Amphitheatre
WRK956208,-37.20815763,143.3557435,NOT KNOWN,54,,North Central CMA,19,Amphitheatre
WRK956319,-37.18818503,143.3855472,NOT KNOWN,54,,North Central CMA,7,Amphitheatre
WRK956320,-37.18337479,143.4006014,NOT KNOWN,54,,North Central CMA,10,Amphitheatre
WRK956322,-37.18419525,143.4045809,NOT KNOWN,54,,North Central CMA,10,Amphitheatre
WRK956323,-37.19699811,143.3954003,NOT KNOWN,54,,North Central CMA,17.5,Amphitheatre
WRK957943,-37.18790236,143.4688019,NOT KNOWN,54,,North Central CMA,16,Amphitheatre
WRK957967,-37.20951586,143.3882583,NOT KNOWN,54,,North Central CMA,5.2,Amphitheatre
WRK957969,-37.20627914,143.3932376,NOT KNOWN,54,,North Central CMA,11.5,Amphitheatre
118948,-36.95250988,145.7657797,TRANSLATION,55,,(Not set),15,Ancona
118951,-36.96430786,145.7734528,TRANSLATION,55,,(Not set),12,Ancona
118952,-36.98605285,145.78434,TRANSLATION,55,,(Not set),12,Ancona
118953,-36.98605285,145.78434,TRANSLATION,55,,(Not set),4.5,Ancona
118957,-36.95471447,145.8050552,TRANSLATION,55,,(Not set),9.5,Ancona
118960,-36.99979968,145.8065979,TRANSLATION,55,,(Not set),7,Ancona
WRK957066,-36.96204282,145.7923338,NOT KNOWN,55,,Goulburn Broken CMA,14,Ancona
115867,-38.39300456,144.1490936,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,495.7,Anglesea
115868,-38.4089887,144.1364053,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,245.4,Anglesea
115873,-38.34462134,144.1672609,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,360,Anglesea
116458,-38.34461996,144.1672037,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,116,Anglesea
116459,-38.3938142,144.1486726,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,253,Anglesea
119347,-38.34965662,144.1333524,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,226,Anglesea
119349,-38.40506921,144.1980259,GLOBAL POSIT,55,Southern Rural Water,Corangamite CMA,343,Anglesea
122149,-38.39381,144.14854,Not known,55,Southern Rural Water,Corangamite CMA,400,Anglesea
26278,-34.7882755,142.7865325,TRANSLATION,54,,(Not set),24.5,Annuello
116984,-36.29474765,142.0192525,TRANSLATION,54,,(Not set),12.9,Antwerp
116985,-36.29474765,142.0192525,TRANSLATION,54,,(Not set),7,Antwerp
WRK955739,-36.24949587,141.9755444,NOT KNOWN,54,,Wimmera CMA,15.5,Antwerp
WRK955740,-36.24949587,141.9755444,NOT KNOWN,54,,Wimmera CMA,5,Antwerp
WRK955741,-36.24984182,141.9784425,NOT KNOWN,54,,Wimmera CMA,17,Antwerp
36180,-35.87008208,143.8622202,TRANSLATION,54,,(Not set),10,Appin
77853,-35.88224013,143.8502453,GPS - SKM VA,54,Goulburn-Murray Water,North Central CMA,178.5,Appin
77854,-35.88225435,143.8501988,GPS - SKM VA,54,Goulburn-Murray Water,North Central CMA,24,Appin
WRK957837,-35.87969862,143.863048,NOT KNOWN,54,,North Central CMA,7,Appin
WRK957838,-35.87883026,143.8609127,NOT KNOWN,54,,North Central CMA,7,Appin
WRK957839,-35.88267807,143.8571529,NOT KNOWN,54,,North Central CMA,8.5,Appin
WRK957842,-35.90091936,143.8865319,NOT KNOWN,54,,North Central CMA,8.5,Appin South
49426,-36.89310563,141.0376654,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,Wimmera CMA,35.96,Apsley
51846,-36.90627674,141.1946776,GPS - SKM VA,54,Grampians Wimmera Mallee Water,Wimmera CMA,68.58,Apsley
82778,-36.97952241,141.0721349,GPS - SKM VA,54,Grampians Wimmera Mallee Water,Wimmera CMA,108,Apsley
82796,-36.97988323,141.0720386,GPS - SKM VA,54,Grampians Wimmera Mallee Water,Wimmera CMA,105,Apsley
140490,-36.96791293,141.005278,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,Wimmera CMA,39,Apsley
8003114,-36.97784965,141.2039653,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,Wimmera CMA,51,Apsley
WRK064738,-36.971297,141.0831167,TRANSLATION,54,Grampians Wimmera Mallee Water,(Not set),38.1,Apsley
WRK950425,-36.9227891,141.0958265,NOT KNOWN,54,Grampians Wimmera Mallee Water,Wimmera CMA,32,Apsley
WRK950426,-36.9228115,141.0957811,NOT KNOWN,54,Grampians Wimmera Mallee Water,Wimmera CMA,63,Apsley
117773,-37.25024211,143.0083936,TRANSLATION,54,,(Not set),17.6,Ararat
117774,-37.25024211,143.0083936,TRANSLATION,54,,(Not set),3.9,Ararat
117775,-37.25024211,143.0083936,TRANSLATION,54,,(Not set),25,Ararat
117776,-37.25024211,143.0083936,TRANSLATION,54,,(Not set),7.6,Ararat
117777,-37.25024211,143.0083936,TRANSLATION,54,,(Not set),17.6,Ararat
117778,-37.25696642,142.9837671,TRANSLATION,54,,(Not set),7.6,Ararat
117779,-37.25696642,142.9837671,TRANSLATION,54,,(Not set),4.8,Ararat
2913,-36.5557924,145.3723145,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,60,Arcadia
42723,-36.55583121,145.3723181,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,19,Arcadia
46189,-36.55555482,145.3723229,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,32,Arcadia
46190,-36.55592781,145.3723155,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,108.25,Arcadia
46193,-36.49918326,145.396491,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,128.5,Arcadia
46194,-36.49919095,145.3965197,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,16,Arcadia
46196,-36.49918188,145.3965359,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,94,Arcadia
46198,-36.49917742,145.397002,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,55,Arcadia
46199,-36.49917352,145.3970138,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,24,Arcadia
46211,-36.55512544,145.4283695,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,56,Arcadia
145274,-36.60603533,145.318485,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,20.5,Arcadia
145275,-36.60611289,145.3184751,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,78.5,Arcadia
WRK008294,-36.58977164,145.3107814,G-MW <30M VA,55,Goulburn-Murray Water,(Not set),50.2,Arcadia
79907,-36.61223805,145.3291253,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,22,Arcadia South
WRK017771,-36.61131642,145.3599213,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,96,Arcadia South
WRK017772,-36.61130756,145.3599327,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,90,Arcadia South
WRK053354,-36.61059693,145.387777,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,76,Arcadia South
WRK053355,-36.61059693,145.387777,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,50,Arcadia South
58112,-36.82842093,143.4946943,GPS - SKM VA,54,Grampians Wimmera Mallee Water,North Central CMA,62,Archdale
8003932,-36.82850394,143.4947239,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,North Central CMA,18,Archdale
8003933,-36.82851788,143.4947468,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,North Central CMA,62,Archdale
WRK957780,-36.83042151,143.5014658,NOT KNOWN,54,,North Central CMA,8.5,Archdale
WRK957781,-36.82830702,143.4961615,NOT KNOWN,54,,North Central CMA,7,Archdale
116540,-36.8834054,143.5069813,TRANSLATION,54,Grampians Wimmera Mallee Water,(Not set),78,Archdale Junction
WRK956366,-36.87825086,143.4621469,NOT KNOWN,54,,North Central CMA,10,Archdale Junction
81069,-36.34312653,145.2960933,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,130,Ardmona
81072,-36.34312963,145.2966964,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,51.35,Ardmona
81109,-36.34312637,145.2961078,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,16,Ardmona
95819,-36.41092717,145.2956778,GLOBAL POSIT,55,Goulburn-Murray Water,Goulburn Broken CMA,92,Ardmona
95820,-36.4109273,145.2956489,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,80,Ardmona
109618,-36.34312201,145.2957959,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,32,Ardmona
109619,-36.34312201,145.2957959,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,32,Ardmona
46488,-37.39966251,143.7913584,GLOBAL POSIT,54,Goulburn-Murray Water,North Central CMA,130.5,Ascot
119342,-37.39966277,143.7913471,GLOBAL POSIT,54,Goulburn-Murray Water,North Central CMA,87,Ascot
36413,-36.49964818,144.0445826,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,25,Auchmore
36414,-36.49962089,144.0445725,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,10.09,Auchmore
36447,-36.45516114,144.0831642,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,25,Auchmore
36448,-36.45516987,144.0831527,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,10.18,Auchmore
36449,-36.45535651,144.1018983,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,25,Auchmore
36450,-36.45529403,144.101923,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,8.26,Auchmore
36451,-36.45519578,144.1086423,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,25,Auchmore
36452,-36.45519497,144.1086089,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,6.04,Auchmore
36453,-36.45832734,144.1196263,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,24,Auchmore
36454,-36.45834669,144.1196814,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,8.75,Auchmore
36455,-36.45834068,144.1373976,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,25,Auchmore
108319,-36.51848887,144.0466787,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,43,Auchmore
108320,-36.51848042,144.0467013,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,80,Auchmore
108321,-36.5184897,144.0467121,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,20,Auchmore
109930,-36.51870744,144.046749,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,103,Auchmore
118088,-36.48147226,144.0444058,TRANSLATION,55,,(Not set),11,Auchmore
118089,-36.48147226,144.0444058,TRANSLATION,55,,(Not set),5,Auchmore
WRK006221,-36.43423213,144.0723495,G-MW DESKTOP,55,Goulburn-Murray Water,(Not set),87.7,Auchmore
WRK007779,-36.43443483,144.0861488,G-MW DESKTOP,55,Goulburn-Murray Water,(Not set),126,Auchmore
WRK117038,-36.5186379,144.0467489,Not known,55,Goulburn-Murray Water,North Central CMA,,Auchmore
WRK952863,-36.5010347,144.0860402,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,77,Auchmore
121451,-38.05837666,144.448919,GPS - SKM VA,55,Southern Rural Water,Corangamite CMA,10,Avalon
28047,-36.86898534,145.1695297,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,43,Avenel
45744,-36.86897369,145.1695163,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,13,Avenel
46702,-36.89020362,145.1914043,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,47,Avenel
46703,-36.89021153,145.1914209,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,18,Avenel
110147,-36.87533421,145.221032,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,28,Avenel
110148,-36.87533858,145.2209987,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,6.5,Avenel
110462,-36.89398181,145.2012987,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,30,Avenel
WRK006443,-36.86785466,145.1737511,G-MW <30M VA,55,Goulburn-Murray Water,(Not set),35,Avenel
WRK007789,-36.89006994,145.2271289,G-MW <100M V,55,Goulburn-Murray Water,(Not set),140.2,Avenel
8003930,-37.0734687,143.4379742,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,North Central CMA,44,Avoca
8003931,-37.07349108,143.4379816,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,North Central CMA,50,Avoca
WRK956324,-37.12859093,143.4354709,NOT KNOWN,54,,North Central CMA,9999,Avoca
117917,-36.56555197,142.9357657,TRANSLATION,54,,(Not set),19.7,Avon Plains
117938,-36.50217242,142.9531664,TRANSLATION,54,,(Not set),20,Avon Plains
117939,-36.50217242,142.9531664,TRANSLATION,54,,(Not set),9,Avon Plains
WRK956422,-36.53890624,142.9397207,NOT KNOWN,54,,North Central CMA,20,Avon Plains
WRK956423,-36.53890624,142.9397207,NOT KNOWN,54,,North Central CMA,5,Avon Plains
WRK956424,-36.53697785,142.9402422,NOT KNOWN,54,,North Central CMA,18,Avon Plains
WRK956425,-36.53697785,142.9402422,NOT KNOWN,54,,North Central CMA,5.5,Avon Plains
WRK956426,-36.53471628,142.9407442,NOT KNOWN,54,,North Central CMA,18,Avon Plains
WRK956427,-36.53471628,142.9407442,NOT KNOWN,54,,North Central CMA,5.5,Avon Plains
WRK956429,-36.53065126,142.9412904,NOT KNOWN,54,,North Central CMA,5,Avon Plains
WRK956430,-36.56205858,142.9282771,NOT KNOWN,54,,North Central CMA,15,Avon Plains
WRK956432,-36.56516157,142.9292481,NOT KNOWN,54,,North Central CMA,15.6,Avon Plains
WRK957954,-36.54341856,142.9310534,NOT KNOWN,54,,North Central CMA,20,Avon Plains
WRK957956,-36.54742066,142.9221266,NOT KNOWN,54,,North Central CMA,18,Avon Plains
WRK957957,-36.54841694,142.927413,NOT KNOWN,54,,North Central CMA,20,Avon Plains
WRK957958,-36.55136273,142.9219338,NOT KNOWN,54,,North Central CMA,19,Avon Plains
WRK957960,-36.56108277,142.9317612,NOT KNOWN,54,,North Central CMA,19,Avon Plains
WRK957961,-36.56618007,142.9386931,NOT KNOWN,54,,North Central CMA,20,Avon Plains
62590,-36.51646119,144.5600886,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,123,Avonmore
62595,-36.55967926,144.5864059,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,85,Avonmore
62597,-36.51651044,144.5782878,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,20,Avonmore
62599,-36.55959931,144.5864171,GLOBAL POSIT,55,Goulburn-Murray Water,North Central CMA,17,Avonmore
111204,-36.51651805,144.5782699,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,124,Avonmore
WRK007138,-36.53566074,144.5651151,G-MW <30M VA,55,Goulburn-Murray Water,(Not set),50.6,Avonmore
WRK009321,-36.54805912,144.5707022,NOT KNOWN,55,Goulburn-Murray Water,(Not set),51.5,Avonmore
WRK009608,-36.55733294,144.5844321,NOT KNOWN,55,Goulburn-Murray Water,(Not set),88,Avonmore
WRK015506,-36.56307169,144.5473217,G-MW FIELD V,55,Goulburn-Murray Water,(Not set),68,Avonmore
WRK016789,-36.55463372,144.568262,G-MW DESKTOP,55,Goulburn-Murray Water,(Not set),73,Avonmore
116548,-36.84258904,144.4207386,TRANSLATION,55,,(Not set),30,Axe Creek
116549,-36.84436607,144.4195576,TRANSLATION,55,,(Not set),30,Axe Creek
116550,-36.83800106,144.4169685,TRANSLATION,55,,(Not set),30,Axe Creek
116551,-36.85977134,144.4027771,TRANSLATION,55,,(Not set),30,Axe Creek
116552,-36.86020934,144.4022011,TRANSLATION,55,,(Not set),30,Axe Creek
116553,-36.85743336,144.3989311,TRANSLATION,55,,(Not set),30,Axe Creek
116554,-36.81133419,144.3926464,TRANSLATION,55,,(Not set),49,Axe Creek
116555,-36.88472084,144.369397,TRANSLATION,55,,(Not set),50,Axe Creek
116556,-36.88609583,144.370472,TRANSLATION,55,,(Not set),50,Axe Creek
116561,-36.89660304,144.3566464,TRANSLATION,55,,(Not set),100,Axe Creek
116567,-36.84356201,144.4240695,TRANSLATION,55,,(Not set),10,Axe Creek
116568,-36.87678971,144.3775218,TRANSLATION,55,,(Not set),50,Axe Creek
118430,-36.87677671,144.3769608,TRANSLATION,55,,(Not set),11.6,Axe Creek
118431,-36.87677671,144.3769608,TRANSLATION,55,,(Not set),4.9,Axe Creek
82999,-36.72539976,144.5343026,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,54,Axedale
144966,-37.67402813,144.4460443,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,25.4,Bacchus Marsh
144967,-37.67404012,144.4460402,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,13.4,Bacchus Marsh
144968,-37.66344315,144.4466069,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,30,Bacchus Marsh
144969,-37.66344907,144.4466473,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,12.7,Bacchus Marsh
144970,-37.65180765,144.4408198,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,25,Bacchus Marsh
144971,-37.65177675,144.440841,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,6,Bacchus Marsh
144972,-37.68600587,144.4624847,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,12.5,Bacchus Marsh
144973,-37.6860149,144.4624898,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,25,Bacchus Marsh
101437,-36.62852722,145.9029006,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,36,Baddaginnie
116696,-36.64858955,145.8411265,TRANSLATION,55,Goulburn-Murray Water,(Not set),50,Baddaginnie
118673,-36.63361958,145.8312844,TRANSLATION,55,,(Not set),9,Baddaginnie
118858,-36.64080913,145.8759188,TRANSLATION,55,,(Not set),10,Baddaginnie
WRK956928,-36.6418473,145.8465479,NOT KNOWN,55,,Goulburn Broken CMA,19,Baddaginnie
WRK957002,-36.63219125,145.8679987,NOT KNOWN,55,,Goulburn Broken CMA,21.27,Baddaginnie
WRK957003,-36.65005613,145.8850104,NOT KNOWN,55,,Goulburn Broken CMA,10.2,Baddaginnie
WRK957006,-36.6417159,145.8964286,NOT KNOWN,55,,Goulburn Broken CMA,17.84,Baddaginnie
WRK957007,-36.63589234,145.9200119,NOT KNOWN,55,,Goulburn Broken CMA,21.64,Baddaginnie
WRK957035,-36.64893035,145.8425939,NOT KNOWN,55,,Goulburn Broken CMA,21.6,Baddaginnie
WRK957036,-36.6488425,145.8428301,NOT KNOWN,55,,Goulburn Broken CMA,49.19,Baddaginnie
WRK957037,-36.65022791,145.8434695,NOT KNOWN,55,,Goulburn Broken CMA,24.59,Baddaginnie
WRK957038,-36.64875693,145.8433013,NOT KNOWN,55,,Goulburn Broken CMA,19.97,Baddaginnie
26875,-35.66500207,143.7676242,TRANSLATION,54,,(Not set),12.12,Bael Bael
26879,-35.65807617,143.7552373,TRANSLATION,54,,(Not set),10.42,Bael Bael
26883,-35.68209336,143.7494347,TRANSLATION,54,,(Not set),10.99,Bael Bael
26884,-35.68186625,143.7593696,TRANSLATION,54,,(Not set),24,Bael Bael
26886,-35.64200359,143.7088617,TRANSLATION,54,,(Not set),9.43,Bael Bael
WRK957816,-35.73514055,143.7334993,NOT KNOWN,54,,North Central CMA,14,Bael Bael
46956,-36.73860757,145.1074856,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,32,Bailieston
46957,-36.73861837,145.1074473,GPS - SKM VA,55,Goulburn-Murray Water,Goulburn Broken CMA,15,Bailieston
140280,-37.81244004,147.5966099,GPS - SKM VA,55,Southern Rural Water,East Gippsland CMA,14,Bairnsdale
117876,-37.44172442,143.832166,TRANSLATION,54,Goulburn-Murray Water,North Central CMA,10.7,Bald Hills
142712,-38.27928507,143.5831435,GPS - SKM VA,54,Southern Rural Water,Corangamite CMA,23,Balintore
WRK051532,-37.601081,144.246776,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,,Ballan
WRK052100,-37.601074,144.2468,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,,Ballan
WRK992387,-37.601085,144.246759,GLOBAL POSIT,55,Southern Rural Water,Melbourne Water CMA,150,Ballan
110109,-38.1645187,142.5534935,GPS - SKM VA,54,Southern Rural Water,Glenelg Hopkins CMA,44,Ballangeich
8002841,-35.9655091,142.6990054,GLOBAL POSIT,54,Grampians Wimmera Mallee Water,Mallee CMA,37,Ballapur
89576,-36.31545563,144.6449575,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,126.5,Ballendella
89585,-36.29947092,144.6883345,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,127.65,Ballendella
89597,-36.29945907,144.6883138,GPS - SKM VA,55,Goulburn-Murray Water,North Central CMA,8.5,Ballendella
WRK006585,-36.27814002,144.65198,G-MW <30M VA,55,Goulburn-Murray Water,(Not set),130,Ballendella
WRK010169,-36.27815002,144.65191,G-MW DESKTOP,55,Goulburn-Murray Water,(Not set),,Ballendella
WRK016400,-36.2965975,144.6485619,NOT KNOWN,55,Goulburn-Murray Water,(Not set),6.3,Ballendella
WRK956807,-37.88528069,144.3828514,NOT KNOWN,55,,Melbourne Water CMA,20,Balliang
WRK956808,-37.88528069,144.3828514,NOT KNOWN,55,,Melbourne Water CMA,5,Balliang
WRK956809,-37.87353802,144.3815621,NOT KNOWN,55,,Melbourne Water CMA,10,Balliang
WRK956810,-37.86551049,144.3852562,NOT KNOWN,55,,Melbourne Water CMA,10,Balliang
WRK956812,-37.87462636,144.349683,NOT KNOWN,55,,Melbourne Water CMA,20,Balliang
WRK956820,-37.85579579,144.3537672,NOT KNOWN,55,,Melbourne Water CMA,10,Balliang
47356,-37.47873866,143.094548,GLOBAL POSIT,54,Southern Rural Water,Glenelg Hopkins CMA,61.8,Ballyrogan
47357,-37.47876663,143.0945714,GLOBAL POSIT,54,Southern Rural Water,Glenelg Hopkins CMA,45,Ballyrogan
WRK956977,-36.75312015,145.680818,NOT KNOWN,55,,Goulburn Broken CMA,11.15,Balmattum
WRK956983,-36.72798853,145.637597,NOT KNOWN,55,,Goulburn Broken CMA,19.67,Balmattum
WRK956987,-36.72057173,145.6599881,NOT KNOWN,55,,Goulburn Broken CMA,20.5,Balmattum
