Site ID,Name,Datetime,Data Type,Parameter ID,Parameter,Qualifier,Value,Unit of Measurement,Quality,Resolution,Comment
113018,113018,2025/07/08 09:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,2.700,mg/L,43,Raw Data,Deutgam Sampling July 2025
115732,115732,2001/08/23 12:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.082,mg/L,43,Raw Data,
115732,115732,2009/07/09 13:45:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
115732,115732,2014/10/21 12:05:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,1.780,mg/L,43,Raw Data,
116458,116458,2008/07/09 11:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.107,mg/L,43,Raw Data,
116458,116458,2009/05/06 12:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.090,mg/L,43,Raw Data,
116458,116458,2014/04/03 11:34:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
116460,116460,2009/05/05 13:40:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
116460,116460,2009/05/05 14:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.030,mg/L,43,Raw Data,
119329,119329,1997/07/14 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,18.000,mg/L,43,Raw Data,
119329,119329,1997/10/11 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,18.000,mg/L,43,Raw Data,
119330,119330,1997/07/14 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,32.200,mg/L,43,Raw Data,
119330,119330,1997/10/11 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,33.700,mg/L,43,Raw Data,
119330,119330,2008/06/12 12:44:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,5.650,mg/L,43,Raw Data,
119337,119337,2008/06/13 11:43:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.913,mg/L,43,Raw Data,
